Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	stationaryDist[1]	stationaryDist[2]	tree_length
360	-2363.036	-2432.876	69.83997	0.115813	0.122323	0.0570546	0.0575764	0.0977741	0.196382	0.0502239	0.00595212	0.0588064	0.0351589	0.0451	0.184861	0.020985	0.0212454	0.00170235	0.0395752	0.0256696	0.0833864	0.0321947	0.0340259	0.0162714	0.0258609	0.00557836	0.0273831	0.0209054	0.00700648	0.00346309	0.0573787	0.0155575	0.0111061	0.053695	0.0107929	0.0197833	0.00193734	0.00178903	0.0049948	0.0302697	0.0330249	0.0214714	0.164988	0.0116318	0.00188022	0.0204297	0.103964	0.0187465	0.00436714	0.0245029	0.011458	0.0397945	0.139653	0.0368569	0.9294479	1.070552	0.132576	0.373271	0.735325	1.35994	2.67902	7.54285	1.461033	1.151815	0.0518793	0.0547957	0.025558	0.0257918	0.0437987	0.087971	0.0224982	0.0026663	0.0263428	0.0157497	0.0202029	0.08281	0.00940039	0.00951703	0.000762579	0.017728	0.0114989	0.0373536	0.0144219	0.0152422	0.00728889	0.0115846	0.00249887	0.0122665	0.00936474	0.00313861	0.00155132	0.0257032	0.0069691	0.00497508	0.0240531	0.00483477	0.0088621	0.000867846	0.000801408	0.00223746	0.0135595	0.0147938	0.00961829	0.0739077	0.00521055	0.000842257	0.00915164	0.0465713	0.00839764	0.0019563	0.0109763	0.00513268	0.0178263	0.0625588	0.0165103	0.535276	0.464724	2.232353
396	-2357.355	-2427.539	70.18365	0.0926359	0.100846	0.0367055	0.0357271	0.0421799	0.106924	0.0713884	0.00757575	0.0436997	0.0251237	0.0443242	0.126614	0.0220907	0.0184539	0.0017915	0.0133669	0.0355851	0.0806711	0.036949	0.0240866	0.0221065	0.00987998	0.00755507	0.0170429	0.0134364	0.000197831	0.00214904	0.0161463	0.0487438	0.00714892	0.155032	0.151587	0.0139524	0.0513679	0.013107	0.0242202	0.00514402	0.0065131	0.00896253	0.0135087	0.00516201	0.0552335	0.0220183	0.000807915	0.0124195	0.0087582	0.0385433	0.00324749	0.0171856	0.0278623	0.036615	0.8087033	1.191297	0.120533	0.356331	0.724747	1.37979	2.80638	8.29647	1.529891	1.473095	0.0519728	0.0565791	0.0205934	0.0200444	0.0236647	0.0599889	0.040052	0.00425032	0.0245174	0.0140955	0.0248678	0.0710359	0.0123939	0.0103534	0.00100511	0.00749943	0.0199648	0.04526	0.02073	0.0135136	0.0124027	0.0055431	0.00423872	0.00956179	0.00753842	0.000110992	0.0012057	0.00905877	0.0273474	0.00401085	0.0869796	0.0850467	0.0078279	0.0288196	0.00735358	0.0135886	0.00288602	0.00365413	0.00502837	0.00757898	0.00289611	0.0309884	0.0123532	0.000453276	0.00696788	0.00491373	0.0216245	0.00182199	0.00964186	0.015632	0.0205426	0.595648	0.404352	1.782393
432	-2371.4	-2440.698	69.29821	0.17493	0.0705719	0.0324514	0.0586302	0.119805	0.198318	0.0587584	0.0127515	0.0862748	0.0477202	0.085543	0.128922	0.0176829	0.0194132	0.00467621	0.0406664	0.0471839	0.0734366	0.033835	0.0468835	0.00289078	0.00203668	0.00424242	0.00475208	0.0376778	0.00231293	0.0162349	0.0252905	0.0490572	0.00965555	0.402609	0.230464	0.0619218	0.0383728	0.00416836	0.00411184	0.0157546	0.00161273	0.0205384	0.0299432	0.0140347	0.0920015	0.0256803	0.00532945	0.0236047	0.000153629	0.036417	0.0225837	0.0136771	0.0415889	0.0658126	0.9582782	1.041722	0.148832	0.394932	0.74838	1.33622	2.53208	6.71897	1.377399	1.087077	0.0656895	0.0265011	0.0121861	0.0220167	0.0449889	0.0744722	0.0220648	0.00478841	0.0323978	0.0179198	0.032123	0.0484126	0.00664027	0.00729003	0.001756	0.015271	0.0177184	0.0275768	0.0127057	0.0176056	0.00108554	0.00076481	0.00159311	0.00178449	0.0141487	0.000868549	0.00609651	0.00949703	0.0184219	0.00362584	0.151187	0.0865435	0.0232528	0.0144097	0.0015653	0.00154407	0.00591613	0.000605611	0.00771255	0.0112442	0.00527029	0.0345483	0.00964342	0.00200131	0.008864	5.76904e-05	0.0136753	0.0084806	0.00513599	0.0156174	0.0247139	0.520861	0.479139	2.662985
468	-2359.956	-2428.974	69.01717	0.127833	0.073274	0.0665644	0.0609522	0.0667177	0.178913	0.0779787	0.0151563	0.0951412	0.047197	0.068616	0.121434	0.0281902	0.0270017	0.0207839	0.0333523	0.0449838	0.0930701	0.0349898	0.0342488	0.0396969	0.0228211	0.0232915	0.0249608	0.0207369	0.012873	0.00533803	0.0189195	0.108157	0.0112637	0.39255	0.253878	0.0412838	0.084029	0.00682708	0.0260381	0.00871743	0.00316037	0.0125473	0.0213598	0.00537748	0.0495369	0.0377666	0.00704399	0.025115	0.0012183	0.0251353	0.0132744	0.0661755	0.0431166	0.0636231	0.8530909	1.146909	0.183804	0.437748	0.772803	1.29399	2.28442	5.44057	1.224795	1.344416	0.0457816	0.0262421	0.0238392	0.0218292	0.023894	0.0640754	0.027927	0.00542804	0.0340736	0.016903	0.0245739	0.0434899	0.0100959	0.0096703	0.00744347	0.0119447	0.0161104	0.0333318	0.0125311	0.0122658	0.0142169	0.00817307	0.00834153	0.00893938	0.00742664	0.00461029	0.00191174	0.00677576	0.038735	0.00403394	0.140587	0.090923	0.0147852	0.0300939	0.00244503	0.00932519	0.00312203	0.00113184	0.00449364	0.00764973	0.00192587	0.017741	0.0135256	0.00252271	0.00899461	0.000436318	0.00900186	0.00475406	0.0236999	0.0154416	0.0227858	0.573455	0.426545	2.792231
504	-2368.782	-2439.301	70.51857	0.0761399	0.0502312	0.0292349	0.0200918	0.0657045	0.0765566	0.0989475	0.0371011	0.0477446	0.0353251	0.0727363	0.0833338	0.0156326	0.0233947	0.0140709	0.0268518	0.0180599	0.0754046	0.0264629	0.0302189	0.0153031	0.0204157	0.00595762	0.0128507	0.0182454	0.0170841	0.00602724	0.00981401	0.23816	0.0104023	0.00666559	0.0171675	0.0145413	0.00978034	0.0426571	0.0242326	0.00942464	0.031161	0.144963	0.00604844	0.0682569	0.000597836	0.0300804	0.0104499	0.00891692	0.0891548	0.0176626	0.0748919	0.00320708	0.00783184	0.00652622	1.044293	0.9557073	0.123059	0.359953	0.727037	1.37545	2.77814	8.1262	1.514897	0.9151719	0.0400374	0.0264135	0.0153728	0.0105651	0.03455	0.0402565	0.0520305	0.0195092	0.025106	0.0185753	0.0382476	0.0438202	0.00822023	0.0123018	0.00739906	0.0141197	0.00949663	0.0396507	0.0139152	0.0158903	0.00804696	0.0107354	0.00313275	0.0067574	0.00959415	0.0089835	0.00316936	0.00516059	0.125234	0.00546992	0.00350503	0.00902732	0.00764637	0.00514288	0.0224308	0.0127425	0.00495584	0.0163857	0.0762274	0.00318051	0.0358922	0.000314366	0.0158175	0.00549498	0.00468886	0.0468811	0.00928767	0.0393811	0.00168641	0.00411829	0.00343174	0.477854	0.522146	1.901722
540	-2361.685	-2431.66	69.97583	0.0955527	0.0775636	0.0328787	0.0646712	0.0793722	0.112094	0.0256655	0.0141155	0.0623021	0.0294966	0.0618774	0.112485	0.0333258	0.0104018	0.00350488	0.0289309	0.0180797	0.0704567	0.0406094	0.0309048	0.0265707	0.0275558	0.00862331	0.0289395	0.0121282	0.0072398	0.0030113	0.0169167	0.160074	0.00700952	0.00357263	0.0188472	0.0200104	0.0217011	0.072433	0.00455703	0.0264725	0.0115598	0.226144	0.00698243	0.0501803	0.000745552	0.0123534	0.0110923	0.0151074	0.0342938	0.0289377	0.0566246	0.0112261	0.0145197	0.00275152	0.8139392	1.186061	0.125518	0.363443	0.72923	1.37131	2.75146	7.96698	1.500589	1.457186	0.0489394	0.0397259	0.0168396	0.0331228	0.0406522	0.0574114	0.0131451	0.00722956	0.0319094	0.0151073	0.0316919	0.0576117	0.0170685	0.00532751	0.0017951	0.0148176	0.0092599	0.0360859	0.020799	0.0158286	0.0136087	0.0141133	0.00441662	0.014822	0.0062117	0.00370802	0.0015423	0.00866427	0.0819855	0.00359008	0.0018298	0.00965299	0.0102487	0.0111147	0.0370981	0.00233398	0.0135584	0.0059206	0.115825	0.0035762	0.0257009	0.00038185	0.00632706	0.00568116	0.00773758	0.0175643	0.0148211	0.0290015	0.00574971	0.0074366	0.00140925	0.59303	0.40697	1.95247
576	-2369.115	-2438.034	68.91862	0.209459	0.089849	0.0617433	0.0739216	0.0979244	0.173685	0.0576069	0.0536282	0.0792538	0.0258639	0.146851	0.238004	0.0505671	0.0359581	0.00488746	0.0688379	0.0211887	0.0950426	0.0770472	0.0299575	0.0658899	0.0229356	0.0125819	0.0087999	0.0103523	0.0243552	0.0115303	0.0113861	0.0805304	0.00866859	0.289716	0.236228	0.0325629	0.0576648	0.00835461	0.0580579	0.00334529	0.0220411	0.0128416	0.0347232	0.00306722	0.0623313	0.0144518	0.0458442	0.011263	0.0110209	0.0184461	0.00353527	0.0233332	0.00769272	0.0196156	0.9318018	1.068198	0.171915	0.423703	0.76498	1.30722	2.36015	5.81681	1.273145	1.146379	0.0716237	0.0307234	0.0211128	0.0252772	0.0334848	0.0593909	0.0196984	0.0183379	0.0271005	0.00884404	0.0502149	0.0813845	0.0172912	0.0122957	0.00167125	0.0235388	0.00724538	0.0324994	0.0263459	0.0102438	0.0225308	0.00784271	0.00430231	0.00300908	0.00353992	0.00832815	0.00394274	0.00389342	0.027537	0.00296419	0.0990671	0.0807769	0.0111347	0.0197182	0.00285682	0.0198526	0.00114391	0.00753685	0.00439112	0.0118734	0.00104882	0.0213139	0.00494173	0.0156762	0.00385134	0.00376853	0.00630756	0.00120887	0.00797868	0.00263049	0.00670748	0.534099	0.465901	2.924444
612	-2371.896	-2441.101	69.20488	0.133462	0.101989	0.0482102	0.0358271	0.145166	0.12212	0.064275	0.0130951	0.0730686	0.0847837	0.144843	0.071259	0.0231772	0.0269295	0.0112337	0.0280951	0.0184133	0.0858892	0.0324271	0.0426127	0.0298289	0.0143351	0.0228654	0.0142821	0.0340947	0.0131799	0.0101426	0.0284847	0.0965654	0.00671153	0.275673	0.202862	0.0201574	0.0149179	0.00679034	0.0233335	0.00266198	0.0464553	0.0240506	0.0207984	0.013921	0.0470537	0.0213747	0.0279398	0.00435465	0.0448592	0.0411534	0.0623761	0.0420182	0.0139595	0.0351735	0.8075503	1.19245	0.166111	0.416665	0.760993	1.31407	2.40001	6.02006	1.297978	1.476626	0.0519459	0.039696	0.0187643	0.0139446	0.0565011	0.0475314	0.025017	0.00509686	0.0284397	0.0329994	0.0563757	0.0277353	0.00902101	0.0104815	0.00437236	0.0109351	0.00716679	0.0334297	0.0126212	0.0165857	0.01161	0.00557947	0.00889966	0.00555887	0.0132703	0.00512987	0.00394768	0.0110868	0.0375851	0.00261225	0.107297	0.0789575	0.00784565	0.00580632	0.00264293	0.00908182	0.00103609	0.0180813	0.00936093	0.00809513	0.00541831	0.0183142	0.00831944	0.0108747	0.00169491	0.01746	0.0160177	0.0242779	0.0163543	0.0054333	0.0136902	0.596225	0.403775	2.56925
648	-2362.19	-2431.905	69.7149	0.145416	0.121889	0.0541388	0.0594355	0.0834266	0.108857	0.0646221	0.0232429	0.0663936	0.0281884	0.10584	0.149387	0.0278138	0.0387038	0.00165599	0.0174634	0.0131819	0.101622	0.0517343	0.0150211	0.00561326	0.0192714	0.0155324	0.0435412	0.040024	0.00483013	0.00562444	0.00460645	0.220415	0.0290092	0.00189195	0.028468	0.0416099	0.0120768	0.0408674	0.0208452	0.0359292	0.0487813	0.152522	0.0144843	0.0161057	0.0018134	0.0148952	0.0189543	0.00528808	0.0522891	0.00658875	0.00663279	0.00571338	0.0192463	0.00856572	0.8903568	1.109643	0.121727	0.358047	0.725835	1.37772	2.79293	8.21511	1.522765	1.24629	0.0655004	0.0549034	0.0243861	0.0267719	0.0375784	0.049033	0.0291082	0.0104694	0.0299061	0.0126971	0.0476744	0.0672894	0.0125283	0.0174336	0.000745918	0.00786617	0.00593759	0.0457743	0.023303	0.00676606	0.00252842	0.00868054	0.00699635	0.0196125	0.0180283	0.00217567	0.00253345	0.00207491	0.0992828	0.0130668	0.000852202	0.012823	0.0187426	0.00543981	0.0184081	0.00938943	0.0161838	0.0219729	0.0687016	0.00652424	0.0072546	0.000816823	0.00670932	0.00853768	0.00238195	0.0235529	0.00296781	0.00298765	0.00257351	0.00866925	0.00385831	0.554822	0.445178	2.22007
684	-2370.204	-2440.371	70.16727	0.151385	0.128475	0.0490245	0.0582289	0.064702	0.0846731	0.0699801	0.028763	0.0399668	0.0176713	0.0827984	0.112344	0.0277581	0.0150614	0.00669477	0.0228988	0.0140177	0.0544751	0.0441152	0.015035	0.0164113	0.01876	0.0112667	0.022892	0.0255336	0.00403428	0.00604182	0.000287719	0.197027	0.00846838	0.00379439	0.0276022	0.0212065	0.00650049	0.0487425	0.0228769	0.0162202	0.0253161	0.149938	0.00321872	0.00219107	0.00881533	0.0383248	0.00856488	0.00670771	0.0256781	0.000853063	0.00381699	0.00990893	0.0113939	0.00760172	0.8978416	1.102158	0.102517	0.329279	0.707113	1.4142	3.03694	9.75443	1.64695	1.227565	0.0819154	0.0695189	0.0265275	0.0315081	0.0350107	0.0458172	0.0378667	0.0155639	0.0216263	0.00956204	0.0448028	0.0607901	0.0150201	0.0081498	0.00362259	0.0123907	0.00758509	0.0294769	0.023871	0.00813554	0.00888029	0.0101512	0.00609647	0.012387	0.0138164	0.00218298	0.00326927	0.000155687	0.106613	0.0045823	0.00205317	0.0149358	0.011475	0.00351746	0.0263749	0.0123789	0.00877687	0.0136987	0.0811325	0.00174167	0.0011856	0.00477004	0.0207378	0.00463451	0.00362959	0.0138946	0.000461598	0.0020654	0.00536179	0.0061653	0.00411335	0.551079	0.448921	1.848063
720	-2378.139	-2448.064	69.92501	0.115027	0.117547	0.0635299	0.044204	0.088011	0.0964208	0.0278428	0.0330065	0.0657147	0.0291133	0.0530137	0.15555	0.0248564	0.0415816	0.00128272	0.0252047	0.031937	0.0858212	0.0406781	0.0139383	0.0289574	0.0286338	0.0118146	0.00065337	0.00737826	0.0277981	0.00380847	0.00708161	0.0408005	0.0102657	0.141583	0.183871	0.039632	0.0561688	0.00574196	0.00418845	0.0174028	0.0186745	0.00920926	0.0195917	0.00111146	0.0610389	0.048023	0.011772	0.00798528	0.00154526	0.0219415	0.0136155	0.0984893	0.0219967	0.0399583	0.8806269	1.119373	0.14276	0.38699	0.743652	1.34471	2.58405	7.00475	1.407518	1.271109	0.0536255	0.0547999	0.0296175	0.0206078	0.0410305	0.0449511	0.0129803	0.0153876	0.030636	0.0135726	0.0247149	0.0725171	0.011588	0.0193852	0.000598	0.0117504	0.014889	0.0400096	0.018964	0.00649799	0.0134998	0.013349	0.00550795	0.000304599	0.00343972	0.0129594	0.0017755	0.00330143	0.0190211	0.00478587	0.0660057	0.0857204	0.0184763	0.0261858	0.00267689	0.00195264	0.00811313	0.00870602	0.00429333	0.00913358	0.000518162	0.0284562	0.0223882	0.00548806	0.00372272	0.000720395	0.0102291	0.00634751	0.0459155	0.0102548	0.0186285	0.559687	0.440313	2.145014
756	-2376.859	-2448.058	71.19934	0.0702812	0.0254976	0.00790384	0.0272897	0.032634	0.0841151	0.00763013	0.00462186	0.0241257	0.0173423	0.0346327	0.0544497	0.00356216	0.00634477	0.00363541	0.00946518	0.00434285	0.0241464	0.0109656	0.0056823	0.0101321	0.00660232	0.00868368	0.00120645	0.00614608	0.00251283	0.0039	0.00127438	0.0251969	0.00438411	0.0978967	0.0909697	0.0100496	0.00806355	0.00148089	0.00596899	0.00890186	0.0114245	0.00906941	0.00669258	0.000148232	0.0116994	0.0224701	0.0017112	0.00479437	0.00985183	0.000335287	0.00670265	0.0119431	0.00153842	0.00295813	1.009525	0.9904754	0.0578358	0.249069	0.648131	1.5429	4.01495	17.2903	2.060853	0.9811305	0.0823565	0.0298784	0.00926183	0.0319784	0.0382409	0.0985672	0.00894109	0.00541596	0.0282708	0.020322	0.040583	0.0638049	0.00417418	0.00743489	0.00426002	0.0110914	0.00508901	0.0282951	0.0128497	0.0066586	0.0118729	0.00773669	0.0101757	0.00141374	0.00720206	0.00294457	0.00457008	0.00149333	0.0295261	0.00513736	0.114717	0.1066	0.0117763	0.00944898	0.00173532	0.00699455	0.0104313	0.0133874	0.0106277	0.00784246	0.000173701	0.0137096	0.0263308	0.00200521	0.0056181	0.0115445	0.000392894	0.00785425	0.0139951	0.00180274	0.00346637	0.495238	0.504762	0.8533778
792	-2381.637	-2451.086	69.44872	0.297983	0.111166	0.063894	0.0710219	0.0922044	0.126998	0.0823292	0.0537336	0.0756751	0.0324782	0.0929595	0.149115	0.015367	0.0164881	0.00243246	0.106726	0.0209052	0.136284	0.0173457	0.00959604	0.0198116	0.0183846	0.0145158	0.0345687	0.0244347	0.00211869	0.00249003	0.106388	0.0522237	0.0228726	0.0391588	0.0255723	0.00651794	0.0160685	0.0443571	0.00614689	0.0526726	0.0254436	0.00430428	0.144748	0.0237081	0.00223179	0.00116369	0.0132613	0.0217979	0.0378882	0.0521175	0.0130057	0.0463335	0.192967	0.00861339	0.9532227	1.046777	0.180813	0.434259	0.770876	1.29723	2.30277	5.53057	1.236658	1.098145	0.112421	0.0419401	0.0241056	0.0267948	0.0347864	0.0479132	0.0310607	0.0202723	0.0285503	0.0122532	0.0350713	0.0562574	0.00579757	0.00622055	0.000917705	0.040265	0.007887	0.0514164	0.00654409	0.00362034	0.0074744	0.00693605	0.00547644	0.0130419	0.00921858	0.000799327	0.000939424	0.0401375	0.0197027	0.00862927	0.0147736	0.00964778	0.00245905	0.00606223	0.0167348	0.00231907	0.019872	0.00959923	0.0016239	0.0546097	0.00894448	0.000841997	0.00043903	0.00500317	0.0082238	0.0142943	0.0196626	0.00490672	0.0174805	0.0728014	0.00324962	0.523389	0.476611	2.650589
828	-2376.5	-2445.811	69.3111	0.184234	0.0410489	0.0462963	0.069951	0.154666	0.115134	0.0491448	0.00699783	0.0564994	0.034548	0.147721	0.141642	0.023151	0.0308043	0.00108828	0.0448621	0.0331338	0.0949147	0.0360326	0.040446	0.0230775	0.0287743	0.0269396	0.0352625	0.0260073	0.00362045	0.00707513	0.0168297	0.0911751	0.0107446	0.276707	0.151662	0.0336355	0.0426988	0.0125516	0.0741451	0.0105029	0.0435577	0.0132793	0.0321957	0.00109041	0.00214837	0.0412756	0.0172345	0.0496756	0.00212196	0.0367422	0.0267332	0.0344604	0.00559286	0.132882	0.9802613	1.019739	0.142342	0.386437	0.743321	1.34531	2.58774	7.02532	1.409637	1.040272	0.0691901	0.0154162	0.0173869	0.0262705	0.0580859	0.0432395	0.0184566	0.00262808	0.0212187	0.0129747	0.0554775	0.0531945	0.00869452	0.0115687	0.000408711	0.0168482	0.0124436	0.0356458	0.0135323	0.0151898	0.0086669	0.0108064	0.0101173	0.0132431	0.00976721	0.00135968	0.00265711	0.00632049	0.0342414	0.00403522	0.103919	0.0569576	0.012632	0.0160358	0.00471385	0.0278457	0.00394444	0.0163584	0.00498714	0.0120913	0.000409512	0.000806834	0.0155013	0.00647255	0.018656	0.000796917	0.0137988	0.0100398	0.0129418	0.00210044	0.0499046	0.509869	0.490131	2.662714
864	-2361.936	-2431.813	69.87648	0.129813	0.127993	0.0499736	0.0316169	0.0582171	0.117102	0.0454779	0.0304099	0.0755749	0.0181291	0.106074	0.119934	0.0117863	0.0191458	0.00511035	0.0264472	0.0175655	0.101725	0.0190894	0.0244476	0.0223425	0.0214612	0.0154566	0.0372901	0.0214217	0.000129292	0.00569473	0.0206709	0.0412069	0.0160823	0.225629	0.252849	0.0298844	0.0577418	0.00905542	0.00800144	0.000678274	0.018413	0.00871192	0.0149895	0.00402084	0.00764435	0.0477851	0.000525108	0.0142496	0.0019505	0.0215195	0.0123651	0.0423483	0.00664791	0.0152656	0.932734	1.067266	0.11287	0.345096	0.71754	1.39365	2.89774	8.85975	1.577388	1.144234	0.0607264	0.0598753	0.0233777	0.0147904	0.027234	0.0547801	0.0212746	0.0142257	0.035354	0.00848081	0.0496215	0.0561052	0.00551363	0.00895641	0.00239062	0.012372	0.00821713	0.0475872	0.00893002	0.0114366	0.0104518	0.0100395	0.0072306	0.0174443	0.0100211	6.04827e-05	0.00266399	0.00966987	0.0192766	0.0075233	0.105549	0.118283	0.0139799	0.0270116	0.00423612	0.00374307	0.000317296	0.00861361	0.00407544	0.00701209	0.00188095	0.00357603	0.0223539	0.000245646	0.00666598	0.000912442	0.0100668	0.00578442	0.0198105	0.00310989	0.00714126	0.533633	0.466367	2.137665
900	-2379.349	-2449.428	70.07949	0.0673548	0.0532222	0.0455243	0.0349195	0.0608497	0.0845741	0.0340027	0.0135846	0.0739508	0.0106025	0.104442	0.093163	0.0114337	0.0208175	0.0014782	0.0286069	0.00429746	0.128294	0.02573	0.0169057	0.0261565	0.0071236	0.0120556	0.0120216	0.0113156	0.00776449	0.0116276	0.00171282	0.00753395	0.00537392	0.00404161	0.0152476	0.0193056	0.0166709	0.00879376	0.00860949	0.00653099	0.011104	0.0454155	0.0407852	0.0412306	0.0351468	0.0232361	0.0549941	0.200756	0.0107437	0.00654541	0.142174	0.0262427	0.0050791	0.08643	0.829472	1.170528	0.10662	0.335641	0.711347	1.40578	2.97938	9.3791	1.618578	1.411172	0.0368962	0.0291545	0.0249377	0.0191285	0.0333328	0.0463287	0.0186263	0.0074415	0.0405094	0.00580795	0.0572124	0.0510336	0.00626327	0.0114036	0.000809742	0.0156705	0.0023541	0.0702778	0.0140946	0.00926073	0.0143282	0.00390223	0.00660395	0.00658528	0.00619857	0.0042533	0.00636944	0.000938264	0.00412701	0.00294377	0.00221395	0.00835243	0.0105754	0.00913212	0.00481712	0.00471618	0.0035776	0.00608264	0.0248781	0.0223416	0.0225856	0.019253	0.0127285	0.0301251	0.109972	0.00588528	0.0035855	0.077881	0.0143754	0.00278227	0.0473453	0.585264	0.414736	1.825522
936	-2372.689	-2441.872	69.18274	0.130762	0.0817063	0.0451546	0.0354588	0.150988	0.195954	0.0660198	0.00767519	0.100153	0.0485093	0.0474954	0.110255	0.0258052	0.0150623	0.0119698	0.0262012	0.0135632	0.0665774	0.0224346	0.0501201	0.0190776	0.0248664	0.0237522	0.0255797	0.0261741	0.0143632	0.00505396	0.0292923	0.0715487	0.0204728	0.200967	0.217313	0.019515	0.0123233	0.0130285	0.032507	0.0133046	0.0424685	0.0140131	0.00530793	0.00348159	0.0181625	0.0691757	0.0620558	0.00371605	0.00802496	0.0304085	0.0352781	0.0218117	0.0244994	0.0727833	0.7722312	1.227769	0.133203	0.37413	0.735853	1.35897	2.67286	7.50735	1.457621	1.589898	0.0537631	0.0335937	0.0185654	0.014579	0.062079	0.0805669	0.0271442	0.00315567	0.0411782	0.0199447	0.0195278	0.0453315	0.0106099	0.0061929	0.00492138	0.0107726	0.00557654	0.0273734	0.00922404	0.020607	0.00784379	0.0102238	0.00976577	0.0105171	0.0107615	0.00590545	0.00207794	0.0120436	0.0294173	0.00841743	0.082628	0.0893487	0.00802361	0.00506676	0.00535668	0.0133653	0.00547019	0.017461	0.0057615	0.00218237	0.00143146	0.00746753	0.0284417	0.0255144	0.00152786	0.00329947	0.0125025	0.0145047	0.00896791	0.010073	0.029925	0.613884	0.386116	2.432193
972	-2368.221	-2438.234	70.01285	0.172496	0.0709605	0.0441585	0.0718673	0.0781219	0.0972746	0.082571	0.0326086	0.0771389	0.0564566	0.0738326	0.0892088	0.013828	0.0204245	0.0065532	0.0209898	0.0292868	0.0297281	0.0340036	0.0390183	0.0216296	0.0264589	0.0233696	0.0215563	0.024418	0.00684149	0.00268933	0.0345864	0.0571845	0.0288082	0.239044	0.143121	0.0284044	0.00503155	0.0235459	0.02541	0.0106337	0.0422678	0.00688769	0.0337191	0.0523337	0.025997	0.0276635	0.0328855	0.00214734	0.00227278	0.0486395	0.0440784	0.0403417	0.0069748	0.0270721	0.9262415	1.073759	0.179017	0.43215	0.769706	1.2992	2.31401	5.58607	1.243878	1.159264	0.0764427	0.0314466	0.0195691	0.0318484	0.0346202	0.0431078	0.0365918	0.0144507	0.0341846	0.0250191	0.0327194	0.0395334	0.00612798	0.00905126	0.00290409	0.00930175	0.0129786	0.0131742	0.0150689	0.0172912	0.00958529	0.0117254	0.0103564	0.00955281	0.010821	0.00303185	0.00119179	0.0153272	0.0253417	0.0127665	0.105934	0.0634248	0.0125876	0.00222976	0.0104345	0.0112606	0.00471237	0.0187313	0.00305232	0.0149428	0.023192	0.0115207	0.0122592	0.0145734	0.000951609	0.0010072	0.0215549	0.0195336	0.0178777	0.00309093	0.0119972	0.536879	0.463121	2.256541
